Date,Dividends
1994-11-17,0.060000
1995-01-18,0.060000
1995-04-18,0.060000
1995-07-20,0.060000
1995-11-17,0.060000
1996-01-19,0.060000
1996-04-19,0.060000
1996-07-19,0.060000
1996-11-19,0.060000
1997-01-27,0.060000
1997-04-18,0.060000
1997-07-18,0.060000
1997-11-19,0.060000
1998-01-26,0.060000
1998-04-20,0.060000
1998-07-17,0.060000
1998-11-18,0.060000
1999-01-25,0.060000
1999-04-19,0.060000
1999-07-23,0.210000
1999-11-17,0.090000
2000-01-24,0.090000
2000-04-24,0.090000
2000-07-24,0.090000
2000-11-20,0.090000
2001-01-22,0.090000
2001-04-23,0.090000
2001-07-23,0.090000
2001-11-19,0.060000
2004-07-22,0.060000
2004-11-17,0.060000
2005-01-24,0.060000
2005-04-11,0.060000
2005-07-13,0.080000
2005-11-09,0.080000
2006-01-23,0.080000
2006-04-17,0.080000
2006-07-11,0.080000
2006-11-13,0.080000
2007-01-22,0.080000
2007-04-16,0.080000
2007-07-20,0.080000
2007-11-19,0.080000
2008-01-18,0.080000
2008-04-21,0.080000
2008-07-21,0.080000
2008-11-17,0.080000
2009-01-22,0.040000
2014-07-11,0.150000
2014-11-07,0.150000
2015-01-16,0.150000
2015-04-13,0.150000
2015-07-13,0.150000
2015-11-06,0.200000
2016-01-15,0.200000
2016-04-18,0.200000
2016-07-18,0.210000
2016-11-08,0.210000
2017-01-24,0.210000
2017-04-13,0.220000
2017-07-14,0.220000
2017-11-14,0.230000
2018-01-25,0.230000
2018-04-24,0.250000
2018-07-18,0.250000
2018-11-13,0.250000
2019-01-29,0.250000
2019-04-23,0.250000
2019-07-17,0.250000
2019-11-12,0.250000
2020-01-27,0.270000
2020-04-21,0.270000
2020-07-28,0.270000
2020-11-09,0.270000
2021-01-25,0.270000
2021-04-20,0.270000
2021-07-27,0.270000
2021-11-09,0.270000
2022-01-26,0.270000
2022-04-18,0.270000
2022-07-27,0.270000
2022-11-07,0.270000
2023-01-25,0.270000
2023-04-24,0.270000
2023-07-17,0.300000
