Date,Dividends
1981-01-27,0.023750
1981-04-27,0.023750
1981-07-27,0.023750
1981-10-26,0.026875
1982-01-26,0.026875
1982-04-26,0.026875
1982-07-26,0.026875
1982-10-25,0.029375
1983-01-26,0.029375
1983-07-26,0.029375
1983-10-24,0.031250
1984-01-25,0.031250
1984-04-23,0.031250
1984-07-23,0.031250
1984-10-22,0.031250
1985-04-29,0.031250
1985-07-30,0.031250
1985-10-29,0.031250
1986-02-04,0.031250
1986-04-28,0.031250
1986-07-28,0.032813
1986-10-28,0.032750
1987-02-10,0.032750
1987-04-27,0.032750
1987-07-29,0.032750
1987-11-03,0.032750
1988-02-09,0.032750
1988-05-04,0.035000
1988-08-04,0.035000
1988-10-07,0.035000
1988-10-31,5.000000
1988-12-05,1.000000
2006-05-11,0.032500
2006-08-11,0.032500
2006-11-13,0.032500
2007-02-13,0.032500
2007-05-11,0.037500
2007-08-13,0.037500
2007-11-13,0.037500
2008-02-13,0.037500
2008-05-13,0.045000
2008-08-13,0.045000
2008-11-12,0.045000
2009-02-11,0.045000
2009-05-13,0.045000
2009-08-12,0.045000
2009-11-12,0.047500
2010-02-10,0.047500
2010-05-12,0.047500
2010-08-12,0.047500
2010-11-10,0.052500
2011-02-11,0.052500
2011-05-12,0.052500
2011-08-11,0.052500
2011-11-10,0.057500
2012-02-13,0.057500
2012-05-11,0.057500
2012-08-13,0.057500
2012-11-13,0.075000
2013-02-13,0.075000
2013-05-13,0.075000
2013-08-13,0.075000
2013-11-13,0.082500
2014-02-12,0.082500
2014-05-13,0.082500
2014-08-13,0.082500
2014-11-12,0.092500
2015-02-11,0.092500
2015-05-13,0.092500
2015-08-12,0.105000
2015-11-10,0.105000
2016-02-10,0.105000
2016-05-11,0.105000
2016-08-11,0.120000
2016-11-10,0.120000
2017-02-13,0.120000
2017-05-11,0.120000
2017-08-11,0.125000
2017-11-14,0.125000
2018-02-14,0.125000
2018-05-14,0.125000
2018-08-14,0.140000
2018-11-14,0.140000
2019-02-14,0.140000
2019-05-14,0.140000
2019-08-14,0.160000
2019-11-14,0.160000
2020-02-13,0.160000
2020-05-14,0.160000
2020-08-13,0.180000
2020-11-12,0.180000
2021-02-11,0.180000
2021-05-13,0.180000
2021-08-12,0.210000
2021-11-12,0.210000
2022-02-14,0.210000
2022-05-12,0.210000
2022-08-12,0.260000
2022-11-14,0.260000
2023-02-14,0.260000
2023-05-12,0.260000
