Date,Dividends
1987-01-12,0.010000
1987-04-13,0.010000
1987-07-14,0.013333
1987-10-13,0.013333
1988-01-11,0.013333
1988-04-12,0.013333
1988-07-12,0.013333
1988-10-18,0.026667
1989-01-09,0.026667
1989-04-11,0.026667
1989-07-11,0.026667
1989-10-17,0.026667
1989-12-29,0.026667
1990-04-09,0.026667
1990-07-10,0.026667
1990-10-16,0.026667
1991-01-08,0.026667
1991-04-09,0.026667
1991-07-09,0.026667
1991-10-15,0.026667
1992-01-07,0.026667
1992-04-07,0.026667
1992-07-07,0.026667
1992-10-14,0.026667
1993-01-06,0.026667
1993-04-06,0.026667
1993-07-06,0.026667
1993-10-13,0.026667
1994-01-05,0.026667
1994-04-06,0.026667
1994-07-06,0.026667
1994-10-12,0.040000
1995-01-04,0.040000
1995-04-05,0.040000
1995-07-07,0.040000
1995-10-16,0.053333
1996-01-05,0.053333
1996-04-12,0.053333
1996-07-09,0.053333
1996-10-11,0.053333
1997-01-03,0.053333
1997-04-11,0.053333
1997-07-03,0.053333
1997-10-10,0.053333
1998-01-02,0.053333
1998-04-09,0.053333
1998-07-02,0.053333
1998-10-09,0.053333
1998-12-31,0.053333
1999-04-09,0.053333
1999-07-01,0.053333
1999-10-14,0.053333
1999-12-31,0.053333
2000-04-07,0.053333
2000-06-30,0.053333
2000-10-18,0.060000
2000-12-28,0.060000
2001-04-06,0.060000
2001-07-02,0.060000
2001-10-04,0.060000
2001-12-28,0.060000
2002-04-05,0.060000
2002-07-02,0.060000
2002-10-04,0.060000
2002-12-30,0.060000
2003-04-04,0.060000
2003-07-01,0.060000
2003-10-03,0.060000
2004-01-06,0.060000
2004-04-08,0.060000
2004-07-06,0.060000
2004-10-01,0.060000
2004-11-10,1.080000
2005-01-04,0.080000
2005-04-08,0.080000
2005-07-05,0.080000
2005-09-30,0.080000
2006-01-04,0.080000
2006-04-07,0.080000
2006-07-07,0.080000
2006-10-12,0.080000
2007-01-03,0.080000
2007-04-09,0.080000
2007-07-03,0.080000
2007-07-30,1.500000
2007-10-01,0.080000
2008-01-02,0.080000
2008-04-08,0.080000
2008-07-01,0.080000
2008-10-03,0.080000
2009-01-02,0.080000
2009-04-09,0.080000
2009-07-02,0.080000
2009-10-05,0.100000
2010-01-05,0.100000
2010-04-05,0.100000
2010-07-02,0.100000
2010-10-05,0.100000
2010-12-14,1.000000
2011-01-05,0.100000
2011-04-05,0.100000
2011-07-05,0.100000
2011-10-05,0.100000
2012-01-04,0.100000
2012-04-03,0.100000
2012-07-03,0.100000
2012-10-03,0.100000
2013-01-02,0.100000
2013-02-08,2.500000
2013-04-03,0.100000
2013-07-02,0.100000
2013-10-02,0.100000
2013-12-31,0.100000
2014-02-07,2.500000
2014-04-02,0.100000
2014-07-01,0.100000
2014-10-01,0.100000
2014-12-31,0.100000
2015-02-06,1.500000
2015-03-31,0.100000
2015-06-30,0.100000
2015-10-01,0.100000
2015-12-31,0.100000
2016-03-31,0.100000
2016-06-30,0.100000
2016-09-30,0.100000
2016-12-29,0.100000
2017-03-31,0.100000
2017-06-30,0.100000
2017-10-02,0.100000
2017-12-29,0.100000
2018-01-22,3.000000
2018-04-02,0.100000
2018-07-03,0.100000
2018-10-01,0.100000
2018-12-31,0.100000
2019-02-04,4.250000
2019-04-01,0.100000
2019-07-03,0.100000
2019-09-30,0.100000
2019-12-31,0.100000
2020-01-17,1.000000
2020-03-31,0.100000
2020-07-01,0.100000
2020-09-30,0.100000
2020-12-31,0.100000
2021-03-31,0.100000
2021-06-30,0.100000
2021-09-30,0.100000
2022-01-03,0.100000
2022-03-31,0.100000
2022-06-30,0.100000
2022-09-30,0.100000
2023-01-03,0.100000
2023-03-08,1.000000
2023-03-31,0.125000
2023-06-30,0.125000
