Date,Dividends
1982-03-08,0.024167
1982-06-08,0.024167
1982-09-07,0.024167
1982-12-07,0.024167
1983-03-08,0.024167
1983-06-07,0.024167
1983-09-06,0.024167
1983-12-13,0.024167
1984-03-06,0.024167
1984-06-05,0.024167
1984-09-04,0.024167
1984-12-11,0.026667
1985-03-05,0.026667
1985-06-04,0.026667
1985-09-03,0.026667
1985-12-10,0.029167
1986-03-04,0.029167
1986-06-03,0.029167
1986-09-02,0.029167
1986-12-09,0.029167
1987-03-03,0.029167
1987-06-02,0.029167
1987-08-31,0.029167
1987-12-08,0.030833
1988-03-08,0.030833
1988-06-07,0.030833
1988-09-06,0.030833
1988-12-13,0.033333
1989-03-07,0.033333
1989-06-06,0.033333
1989-09-05,0.033333
1989-12-12,0.075000
1990-03-06,0.037500
1990-06-05,0.037500
1990-09-04,0.037500
1990-12-11,0.041667
1991-03-05,0.041667
1991-06-04,0.041667
1991-09-03,0.041667
1991-12-10,0.100000
1992-03-03,0.050000
1992-06-02,0.050000
1992-09-01,0.050000
1992-12-08,0.056667
1993-03-02,0.056667
1993-06-01,0.056667
1993-09-03,0.056667
1993-12-07,0.056667
1994-03-01,0.056667
1994-06-06,0.056667
1994-09-02,0.056667
1994-12-13,0.060000
1995-02-28,0.060000
1995-05-30,0.060000
1995-08-31,0.060000
1995-12-14,0.060000
1996-02-29,0.060000
1996-05-30,0.060000
1996-08-29,0.060000
1996-11-27,0.060000
1997-01-14,2.333333
1997-02-27,0.060000
1997-05-29,0.060000
1997-08-28,0.060000
1997-12-11,0.060000
1998-02-26,0.060000
1998-05-28,0.060000
1998-08-28,0.060000
1998-12-10,0.060000
1999-02-25,0.060000
1999-06-03,0.060000
1999-09-02,0.060000
1999-11-29,0.060000
2000-03-02,0.060000
2000-06-01,0.060000
2000-08-31,0.060000
2000-12-14,0.060000
2001-03-01,0.060000
2001-05-31,0.060000
2007-08-27,0.050000
2007-11-13,0.050000
2008-02-28,0.050000
2008-05-29,0.050000
2008-08-27,0.050000
2008-11-13,0.050000
2009-02-26,0.050000
2009-05-28,0.050000
2009-08-27,0.050000
2009-11-12,0.050000
2010-02-24,0.050000
2010-05-26,0.050000
2010-08-26,0.050000
2010-11-15,0.050000
2011-02-24,0.050000
2011-05-26,0.050000
2011-08-29,0.050000
2011-11-14,0.075000
2012-02-27,0.075000
2012-05-29,0.075000
2012-08-29,0.075000
2012-11-14,0.090000
2013-02-26,0.090000
2013-05-29,0.100000
2013-08-28,0.100000
2013-11-13,0.100000
2014-02-26,0.100000
2014-05-28,0.100000
2014-08-27,0.100000
2014-11-12,0.100000
2015-02-25,0.120000
2015-05-27,0.120000
2015-08-27,0.120000
2015-11-10,0.120000
2016-02-23,0.135000
2016-05-26,0.135000
2016-08-29,0.135000
2016-11-15,0.135000
2017-02-24,0.155000
2017-05-26,0.155000
2017-08-29,0.155000
2017-11-15,0.155000
2018-02-27,0.180000
2018-05-30,0.180000
2018-08-30,0.180000
2018-11-15,0.180000
2019-02-27,0.200000
2019-05-30,0.200000
2019-08-29,0.200000
2019-11-14,0.200000
2020-02-27,0.220000
2020-05-28,0.220000
2020-08-27,0.220000
2020-11-12,0.220000
2021-02-25,0.240000
2021-05-27,0.240000
2021-08-30,0.240000
2021-11-10,0.240000
2022-02-25,0.270000
2022-05-27,0.270000
2022-08-30,0.270000
2022-11-17,0.270000
2023-02-27,0.280000
2023-05-30,0.280000
