Date,Dividends
2015-08-19,0.128096
2015-11-18,0.281810
2016-03-16,0.281810
2016-05-18,0.281810
2016-08-17,0.281810
2016-11-16,0.281810
2017-03-08,0.281810
2017-05-16,0.281810
2017-08-16,0.281810
2017-11-16,0.281810
2018-03-15,0.281810
2018-05-16,0.281810
2018-08-16,0.281810
2018-11-15,0.281810
2019-03-14,0.281810
2019-05-16,0.281810
2019-08-15,0.281810
2019-11-14,0.281810
2020-03-12,0.281810
2020-05-14,0.281810
2020-08-14,0.281810
2020-11-13,0.281810
2021-03-11,0.281810
2021-05-13,0.281810
2021-08-13,0.281810
2021-11-12,0.281810
2022-03-10,0.281810
2022-05-12,0.281810
2022-08-12,0.330000
2022-11-10,0.300000
2023-03-09,0.300000
2023-05-11,0.300000
